క్రియ,అర్థం,Primary sense-type,Secondary sense-type
పొరపోవు,"1.నీరు త్రాగునపుడు త్రాగెడు నీరు ప్రమాదమున తప్పు దారిని పోవు, 2. ప్రమాద వశమున తప్పుగా నడచు",,
పొరయించు,పొందించు,,
పొరయు,"1.పొందు, అనుభవించు, చేరు,

1. ప్రవర్తిల్లు, 2.కలుగు, జనించు",,
పొరలబడు,"దొర్లిపడు, లుఠనమగు",,
పొరలాడు,పొరలు,,
పొరలించు,"పొరల్చు, పొరలునట్లు చేయు",,
పొరలు," లుఠనమగు, 2.ప్రవర్తిల్లు, ౩.అలలవలె చలించి దొర్లు, 4.అటునిటుదొర్లు, 5.విరహాదులచేత దొర్లు, 6.తిరుగు, సంచరించు, ౭.అధికమగు, 8. నేలపై బడి యర్ధించు, అభిలషించు, 9.దిగజారు, 10.(పశువులు) సంభోగించు",,
పొరలుచు,"పొరల్చు, పొరలచేయు, పొరలించు",,
పొరలువేట్టు,"పొరలబడు, లుఠనమగు",,
పొరలెత్తు,లేచిన పొరలుకలది యగు,,
పొరల్చు,"పొరలుచు, పొరలించు, పొరలునట్లుచేయు",,
పొరిగినిపించు,"పొరిగెనజేయు, చంపించు",,
పొరిగొను,"1.చంపు, వధించు, 2.ధ్వస్తముచేయు, నాళముచేయు, పోగొట్టు, 3.తునుమాడు, ఖండించు",,
పొరిపు,"1.చంపు, వధించు, 2.హింసించు, వాధించు",,
పొరిమారుచు(ర్చు),"1.చంపు, వధించు, 2.శమింపజేయు, అణచు",,
పొరిమాలు,"1.చచ్చు, నశించు, పోవు, 2.క్షీణించు",,
పొరిమాలుచు(ల్చు)-పొరిమారుచు,"చంపు, వధించు",,
పొరివో(పో)వు,"1.చచ్చు, మృతినొందు, గతించు, పోవు, 2.క్షీణించు, తగ్గు",,
పొర్లబాఱు,"కలిగిపాఱు, చెదరిపోవు",,
పొర్లాడు-పొరలాడు,"1.పోర్లు, పొరలు, 2.పరితపించు",,
పొఱడుపుచ్చు,"గూనుపఱుచు, వీపు వంకరచేయు",,
పొఱడువోవు,"గూనుపడు, వీపు వంకరయగు",,
పొఱయు-పొరయు,పొందు,,
పొలపము,"మిక్కిలి, అధికంగా",,
పొలమారు,ప్రమాదపడు,,
పొలమార్చు,"పొలమారజేయు, ప్రమాదపడజేయు",,
పొలయించు,"1.ప్రసరింపజేయు, వ్యాపింపజేయు, 2.కదల్చు, చలింపజేయు, 3.తేల్చు, సంతోషపెట్టు",,
పొలయు-ఒలయు,"1.వ్యాపించుం ప్రసరించు, 2.వీచు, విసరు, 3.సంచరించు, తిరుగు, 4.ప్రవేశించు, చొచ్చు, 5.తోచు, కనబడు, గోచరించు, 6.ప్రకాశించు, 7.పొసగు, అనుకూలించు, 8.మూగు, కవియు, 9.కలుగు,పుట్టు, 10.ఎసగు, అతిశయించు, ఒప్పు, 11.తొలగు, అపసరిల్లు.   
డగ్గఱు చేరువయగు",,
పొలియించు,"1.చంపు, వధించు, 2.నశింపజేయు, పోగొట్టు",,
పొలియు,"1.చచ్చు, 2.నశించు, పోవు, చెడు, పొడగు",,
పొలివుచ్చు,"1.పొలివోవజేయు, చంపు, వధించు, 2.చెఱచు, పాడుచేయు",,
పొలివోవు,"1.మొక్కపోవు, కుంఠితమగు, 2.క్షీణించు, 3.చెడు, పాడగు, 4.నశించు, పోవు, 5.చచ్చు, 6.భయపడు, జంకు, 7.విఘ్నమొందు, 8.ఎడతెగు, విచ్చిన్నమగు, 9.వ్యర్ధమగు, వృధయగు",,
పొలివోవు,నవకముతప్పు,,
పొలిసిపడు,"పొలియు, భగ్నమగు, విఫలమగు",,
పొలిసిపోవు,"ఉడుగు, శమించు",,
పొలుచు(ల్చు),"1.కనబడు, గోచరించు, 2.ప్రత్యక్షమగు, సాక్షాత్కరించు, 3.బయలుపడు, వెడలు, 4.ప్రసరించు, వ్యాపించు, 5.వీచు, విసరు, 6.కలుగు, పుట్టు, 7.ఉదయించు, 8.ఉండు, వర్తించు, 9.శోభిల్లు, ప్రకాశించు, 10.స్థిరమగు",,
పొలుపఱజేయు,వశింపజేయు,,
పొలుప(ల్ప)ఱు,"1.చెన్నుదొఱగు, ఏపుచెడు, 2.నశించు, పోవు, 3.క్షీణించు, తగ్గు",,
పొలుపా(ల్పా)రు,"1.ప్రకాశించు, ఒప్పు, 2.అతిశయించు",,
పొలుపుమిగులు,"ఒప్పు, ప్రకాశించు",,
పొలుపు(ల్పు)మీఱు,"1.ఒప్పు, పొల్పారు, 2.అతిశయించు",,
పొలుపె(ల్పె)సలారు,అతిశయించు,,
పొలువడు-పొల్లువడు,"క్షయించు, తఱుగు",,
పొల్లవడు,క్షయించు,,
పొల్లవుచ్చు,పొల్లవోవజేయు,,
పొల్లవోవు,"1.వమ్మగు, వర్ధమగు, 2.చెడిపోవు, నష్టమగు",,
పొల్లువడు,"1.తగ్గు క్షయించు, 2.వ్యర్ధమగు",,
పొల్లువోవు,"1.వ్యర్ధమగు, నిష్పలమగు, 2.నిస్సారమగు, శక్తిహీనమగు, 3.తగ్గు, క్షీణించు",,
పొల్లుసేయు-పొల్లసేయు,"1.వ్యర్ధముచేయు, 2.తక్కువపఱుచు",,
